# Hello! welcome to your data! Overload height: 1e+08. RT flexibility: 0.4. Ion ratio flexibility: 0.3. Blank can be this fraction of a sample: 0.3. S/N threshold: 4. Minimum peak height: 1000. Processed on: 2017-04-13 15:54:59,,,,,,,,,,,
,Replicate.Name,Compound.Name,Retention.Time,Notes,Area,Area.BlkSub,Height,IR,S.N,BlkRatio,rawArea
1592,170410_Smp_32ppt-1C_B,Methylphosphonic Acid,NA,Bad RTBad IR,NA,236340,12397,1.028112242,744.6625,0.00685795,237972
1593,170410_Smp_32ppt-1C_C,Methylphosphonic Acid,NA,Bad RTBad IR,NA,247098,10211,0.851234946,94.86037736,0.006561332,248730
1594,170410_Smp_32ppt4C_A,Methylphosphonic Acid,NA,Bad RTBad IR,NA,193241,9403,1.034670787,Inf,0.008374685,194873
1595,170410_Smp_32ppt4C_B,Methylphosphonic Acid,NA,Bad RTBad IR,NA,233304,10713,0.932263518,Inf,0.006946573,234936
1596,170410_Smp_32ppt4C_C,Methylphosphonic Acid,NA,Bad RTBad IR,NA,285196,14184,0.860164879,76.38186597,0.005689821,286828
1597,170410_Smp_40ppt-1C_A,Methylphosphonic Acid,NA,Bad RTBad IR,NA,322886,15128,0.99878429,1855.388571,0.005028997,324518
1598,170410_Smp_40ppt-1C_B,Methylphosphonic Acid,NA,Bad RTBad IR,NA,277280,12768,0.96389606,Inf,0.005851308,278912
1599,170410_Smp_40ppt-1C_C,Methylphosphonic Acid,NA,Bad RTBad IR,NA,290710,13434,0.916734348,Inf,0.005582503,292342
1600,170410_Smp_40ppt4C_A,Methylphosphonic Acid,NA,Bad RTBad IR,NA,254275,12963,0.990720237,2461.644231,0.006377317,255907
1601,170410_Smp_40ppt4C_B,Methylphosphonic Acid,NA,Bad RTBad IR,NA,275219,13136,0.997456378,80.44074605,0.005894868,276851
1602,170410_Smp_40ppt4C_C,Methylphosphonic Acid,NA,Bad RTBad IR,NA,266000,12492,1.010221799,Inf,0.006097926,267632
1603,170410_Poo_April10AqExtractsFull_1,Orotic Acid,NA,Bad RTNo second trace,NA,-74958,4526,NA,Inf,7.821184821,10989
1604,170410_Poo_April10AqExtractsFull_2,Orotic Acid,NA,Bad RTNo second trace,NA,-61046,11314,NA,Inf,3.451548131,24901
1605,170410_Poo_April10AqExtractsFull_3,Orotic Acid,NA,Bad RTNo second trace,NA,NA,NA,NA,NA,NA,NA
1606,170410_Poo_April10AqExtractsHalf_1,Orotic Acid,NA,Bad RTNo second trace,NA,-82592,1875,NA,72.38297872,25.61758569,3355
1607,170410_Poo_April10AqExtractsHalf_2,Orotic Acid,NA,Bad RTNo second trace,NA,-74046,6908,NA,Inf,7.221830098,11901
1608,170410_Poo_April10AqExtractsHalf_3,Orotic Acid,NA,Bad RTNo second tracetoo small,NA,-85475,179,NA,Inf,182.0911017,472
1609,170410_Smp_32ppt-1C_A,Orotic Acid,NA,Bad RTNo second trace,NA,-76474,6625,NA,32.16118421,9.072838594,9473
1610,170410_Smp_32ppt-1C_B,Orotic Acid,NA,Bad RTNo second trace,NA,-80783,2133,NA,43.67768595,16.64349342,5164
1611,170410_Smp_32ppt-1C_C,Orotic Acid,NA,Bad RTNo second trace,NA,-68106,7524,NA,Inf,4.817386918,17841
1612,170410_Smp_32ppt4C_A,Orotic Acid,NA,Bad RTNo second trace,NA,-54495,5599,NA,Inf,2.732640214,31452
1613,170410_Smp_32ppt4C_B,Orotic Acid,NA,Bad RTNo second trace,NA,NA,NA,NA,NA,NA,NA
1614,170410_Smp_32ppt4C_C,Orotic Acid,NA,Bad RTNo second tracetoo small,NA,-83691,779,NA,8.495016611,38.09707447,2256
1615,170410_Smp_40ppt-1C_A,Orotic Acid,NA,Bad RTNo second trace,NA,-65014,4634,NA,Inf,4.105813787,20933
1616,170410_Smp_40ppt-1C_B,Orotic Acid,NA,Bad RTNo second trace,NA,-83282,1647,NA,Inf,32.25028143,2665
1617,170410_Smp_40ppt-1C_C,Orotic Acid,NA,Bad RTNo second tracetoo small,NA,-84582,489,NA,Inf,62.96483516,1365
1618,170410_Smp_40ppt4C_A,Orotic Acid,NA,Bad RTNo second trace,NA,-81123,1852,NA,Inf,17.81654229,4824
1619,170410_Smp_40ppt4C_B,Orotic Acid,NA,Bad RT,NA,-62209,6151,37.85964912,Inf,3.620650434,23738
1620,170410_Smp_40ppt4C_C,Orotic Acid,NA,Bad RTNo second tracetoo small,NA,-84684,477,NA,Inf,68.04988124,1263
1621,170410_Poo_April10AqExtractsFull_1,Oxalic Acid,NA,Bad RTtoo small,NA,3663,627,0.704325555,Inf,0.26,4950
1622,170410_Poo_April10AqExtractsFull_2,Oxalic Acid,12.86,too small,NA,2123,584,1.278590176,427.25,0.377419355,3410
1623,170410_Poo_April10AqExtractsFull_3,Oxalic Acid,NA,Bad RT,NA,311532,14223,1.059103744,51.47095837,0.0041142,312819
1624,170410_Poo_April10AqExtractsHalf_1,Oxalic Acid,NA,Bad RTBad IR,NA,104820,6376,3.393469362,Inf,0.012129266,106107
1625,170410_Poo_April10AqExtractsHalf_2,Oxalic Acid,13.16,No second trace,NA,NA,NA,NA,NA,NA,NA
1626,170410_Poo_April10AqExtractsHalf_3,Oxalic Acid,12.84,Bad IRtoo small,NA,2263,392,3.125,Inf,0.362535211,3550
1627,170410_Smp_32ppt-1C_A,Oxalic Acid,NA,Bad RTNo second tracetoo small,NA,-709,118,NA,Inf,2.226643599,578
1628,170410_Smp_32ppt-1C_B,Oxalic Acid,NA,Bad RTNo second trace,NA,177061,29547,NA,226.756962,0.007216229,178348
1629,170410_Smp_32ppt-1C_C,Oxalic Acid,13.15,No second trace,NA,NA,NA,NA,NA,NA,NA
1630,170410_Smp_32ppt4C_A,Oxalic Acid,12.78,too small,NA,1148,291,1.392224128,Inf,0.528542094,2435
1631,170410_Smp_32ppt4C_B,Oxalic Acid,12.78,too small,NA,2307,208,0.905974288,Inf,0.358096828,3594
1632,170410_Smp_32ppt4C_C,Oxalic Acid,12.75,too small,NA,3673,683,0.899528473,8.848101266,0.259475806,4960
1633,170410_Smp_40ppt-1C_A,Oxalic Acid,NA,Bad RTNo second trace,NA,NA,NA,NA,NA,NA,NA
1634,170410_Smp_40ppt-1C_B,Oxalic Acid,NA,Bad RTBad IRtoo small,NA,4369,824,2.027967013,103.8363636,0.227545969,5656
1635,170410_Smp_40ppt-1C_C,Oxalic Acid,13.11,No second tracetoo small,NA,-276,101,NA,Inf,1.272997033,1011
1636,170410_Smp_40ppt4C_A,Oxalic Acid,12.71,too small,NA,2623,340,0.598499923,Inf,0.32915601,3910
1637,170410_Smp_40ppt4C_B,Oxalic Acid,NA,Bad RT,NA,268942,11060,1.002824083,Inf,0.004762627,270229
1638,170410_Smp_40ppt4C_C,Oxalic Acid,NA,Bad RT,NA,258781,11305,0.930312754,108.3773741,0.004948706,260068
1639,170410_Poo_April10AqExtractsFull_1,PEP,14.385,Bad IR,766080,763735,115920,618.8045234,1766.16129,0.003061038,766080
1640,170410_Poo_April10AqExtractsFull_2,PEP,14.34,Bad IR,363717,361372,51496,129.3445946,95.76732673,0.00644732,363717
1641,170410_Poo_April10AqExtractsFull_3,PEP,14.435,Bad IR,439989,437644,68556,834.8937381,178.4864865,0.005329679,439989
1642,170410_Poo_April10AqExtractsHalf_1,PEP,14.39,Bad IR,134756,132411,21829,1259.401869,92.29810298,0.017401823,134756
1643,170410_Poo_April10AqExtractsHalf_2,PEP,14.285,Bad IR,104930,102585,17591,Inf,Inf,0.022348232,104930
1644,170410_Poo_April10AqExtractsHalf_3,PEP,14.5,Bad IR,30548,28203,4928,53.31239092,Inf,0.076764436,30548
1645,170410_Smp_32ppt-1C_A,PEP,14.495,Bad IR,131733,129388,11195,88.58977808,Inf,0.017801158,131733
1646,170410_Smp_32ppt-1C_B,PEP,14.48,Bad IR,263260,260915,42745,309.3537015,Inf,0.008907544,263260
1647,170410_Smp_32ppt-1C_C,PEP,14.36,Bad IR,93225,90880,15792,118.7579618,Inf,0.025154197,93225
1648,170410_Smp_32ppt4C_A,PEP,14.375,Bad IR,1019284,1016939,138306,478.76186,Inf,0.002300635,1019284
1649,170410_Smp_32ppt4C_B,PEP,14.375,Bad IR,796628,794283,87596,93.41322702,3292.85124,0.002943658,796628
1650,170410_Smp_32ppt4C_C,PEP,14.375,Bad IR,386393,384048,74812,166.6924072,Inf,0.006068951,386393
1651,170410_Smp_40ppt-1C_A,PEP,14.34,Bad IR,658915,656570,110625,624.563981,Inf,0.003558881,658915
1652,170410_Smp_40ppt-1C_B,PEP,14.34,Bad IR,425537,423192,54243,847.6832669,Inf,0.005510684,425537
1653,170410_Smp_40ppt-1C_C,PEP,14.41,Bad IR,501493,499148,54021,482.2048077,Inf,0.004676037,501493
1654,170410_Smp_40ppt4C_A,PEP,14.42,Bad IR,505058,502713,64138,857.483871,429.3782867,0.004643031,505058
1655,170410_Smp_40ppt4C_B,PEP,14.265,Bad IR,424810,422465,73464,Inf,383.3672367,0.005520115,424810
1656,170410_Smp_40ppt4C_C,PEP,14.34,Bad IR,290130,287785,56884,451.9158879,Inf,0.008082584,290130
1657,170410_Poo_April10AqExtractsFull_1,Succinic Acid,12.515,comparable to blk,NA,185978,131469,5.121743862,315.387279,0.854725684,1280185
1658,170410_Poo_April10AqExtractsFull_2,Succinic Acid,12.36,Bad IRcomparable to blk,NA,277419,144945,16.50255065,537.6298905,0.797744429,1371626
1659,170410_Poo_April10AqExtractsFull_3,Succinic Acid,12.365,comparable to blk,NA,326901,128338,9.370169389,98.28951872,0.769967518,1421108
1660,170410_Poo_April10AqExtractsHalf_1,Succinic Acid,12.34,comparable to blk,NA,-391373,47110,7.256334015,Inf,1.556849839,702834
1661,170410_Poo_April10AqExtractsHalf_2,Succinic Acid,12.4,comparable to blk,NA,-326707,63908,7.452686366,323.3435531,1.425676873,767500
1662,170410_Poo_April10AqExtractsHalf_3,Succinic Acid,12.405,comparable to blk,NA,-245447,64131,12.24514528,238.4818131,1.289183043,848760
1663,170410_Smp_32ppt-1C_A,Succinic Acid,12.455,comparable to blk,NA,194346,118253,6.808770456,2238.071181,0.849175005,1288553
1664,170410_Smp_32ppt-1C_B,Succinic Acid,12.365,comparable to blk,NA,151740,114668,8.10092781,75.97574919,0.878213118,1245947
1665,170410_Smp_32ppt-1C_C,Succinic Acid,12.43,comparable to blk,NA,351779,171437,8.893942097,275.7977955,0.756720328,1445986
1666,170410_Smp_32ppt4C_A,Succinic Acid,12.48,comparable to blk,NA,-130272,95563,6.199855927,162.4090757,1.135146042,963935
1667,170410_Smp_32ppt4C_B,Succinic Acid,12.495,comparable to blk,NA,353374,133912,7.526508987,85.74306287,0.755886545,1447581
1668,170410_Smp_32ppt4C_C,Succinic Acid,12.45,comparable to blk,NA,118351,103155,10.03856279,120.6170465,0.902395597,1212558
1669,170410_Smp_40ppt-1C_A,Succinic Acid,12.405,comparable to blk,NA,-3210,109446,5.775129292,180.2928513,1.002942263,1090997
1670,170410_Smp_40ppt-1C_B,Succinic Acid,12.4,comparable to blk,NA,100677,97464,8.070813914,365.961515,0.915743286,1194884
1671,170410_Smp_40ppt-1C_C,Succinic Acid,12.425,comparable to blk,NA,-96213,87962,5.104202042,178.1377352,1.096406391,997994
1672,170410_Smp_40ppt4C_A,Succinic Acid,12.47,comparable to blk,NA,189690,134786,8.884546983,61.95219332,0.852254503,1283897
1673,170410_Smp_40ppt4C_B,Succinic Acid,12.42,comparable to blk,NA,298980,163193,10.47020938,130.7073829,0.785398514,1393187
1674,170410_Smp_40ppt4C_C,Succinic Acid,12.33,comparable to blk,NA,858417,195516,7.482636787,454.4658616,0.560377728,1952624
1675,170410_Poo_April10AqExtractsFull_1,Creatine,11.145,,NA,7433041,717037,3.461030419,156.3673039,0.25220419,9939934
1676,170410_Poo_April10AqExtractsFull_2,Creatine,11.11,Bad IR,NA,6287086,739077,6.760303838,18.15566944,0.28506925,8793979
1677,170410_Poo_April10AqExtractsFull_3,Creatine,11.12,Bad IRcomparable to blk,NA,5724164,650480,4.410883462,38.1132779,0.304565137,8231057
1678,170410_Poo_April10AqExtractsHalf_1,Creatine,11.135,Bad IRcomparable to blk,NA,211395,160731,5.010355111,6.604867759,0.922232302,2718288
1679,170410_Poo_April10AqExtractsHalf_2,Creatine,11.09,Bad IRcomparable to blk,NA,-414225,123722,5.412641674,10.04003214,1.197941097,2092668
1680,170410_Poo_April10AqExtractsHalf_3,Creatine,11.125,comparable to blk,NA,-322301,189138,3.098211069,4.705053212,1.147533727,2184592
1681,170410_Smp_32ppt-1C_A,Creatine,11.095,Bad IR,NA,6846767,728652,5.1312651,19.21415358,0.268011987,9353660
1682,170410_Smp_32ppt-1C_B,Creatine,11.14,Bad IRcomparable to blk,NA,-987955,75149,7.780368494,53.31043152,1.650424836,1518938
1683,170410_Smp_32ppt-1C_C,Creatine,10.9,Bad IRcomparable to blk,NA,176784,136515,4.472288141,24.88866932,0.934126201,2683677
1684,170410_Smp_32ppt4C_A,Creatine,11.31,Bad IRcomparable to blk,NA,931389,295203,4.778291824,5.984743991,0.729112097,3438282
1685,170410_Smp_32ppt4C_B,Creatine,11.29,Bad IRcomparable to blk,NA,100776,196830,4.416155222,5.832820275,0.961353991,2607669
1686,170410_Smp_32ppt4C_C,Creatine,11.16,Bad IRcomparable to blk,NA,723517,254938,5.68616027,7.86695945,0.776029359,3230410
1687,170410_Smp_40ppt-1C_A,Creatine,11.125,Bad IRcomparable to blk,NA,544533,209544,4.700778886,18.07101019,0.821548024,3051426
1688,170410_Smp_40ppt-1C_B,Creatine,11.15,Bad IRcomparable to blk,NA,1922932,393461,4.351788725,27.97674914,0.565912423,4429825
1689,170410_Smp_40ppt-1C_C,Creatine,11.14,comparable to blk,NA,326935,242731,3.695765522,8.644037073,0.884631318,2833828
1690,170410_Smp_40ppt4C_A,Creatine,11.18,comparable to blk,NA,2111594,293370,1.877903216,10.02758812,0.542795292,4618487
1691,170410_Smp_40ppt4C_B,Creatine,11.16,Bad IRcomparable to blk,NA,769662,271510,4.660280963,6.419008966,0.765100235,3276555
1692,170410_Smp_40ppt4C_C,Creatine,11.16,comparable to blk,NA,271686,176673,2.017941997,15.7200125,0.902221243,2778579
1693,170410_Poo_April10AqExtractsFull_1,Ectoine,10.22,Bad IR,NA,229842,11712,1.05254867,Inf,0.005813501,231186
1694,170410_Poo_April10AqExtractsFull_2,Ectoine,10.2,Bad IR,NA,240999,10876,0.945378299,Inf,0.005545859,242343
1695,170410_Poo_April10AqExtractsFull_3,Ectoine,10.15,Bad IR,NA,223021,10046,0.884786321,Inf,0.005990239,224365
1696,170410_Poo_April10AqExtractsHalf_1,Ectoine,10.125,Bad IR,NA,233939,11350,1.050914759,139.9740106,0.00571227,235283
1697,170410_Poo_April10AqExtractsHalf_2,Ectoine,10.1,Bad IR,NA,199593,9893,0.967657583,Inf,0.006688664,200937
1698,170410_Poo_April10AqExtractsHalf_3,Ectoine,10.08,Bad IR,NA,192270,10238,0.951102334,1424.632353,0.006941647,193614
1699,170410_Smp_32ppt-1C_A,Ectoine,10.165,Bad IR,NA,243004,11364,1.075541627,Inf,0.005500352,244348
1700,170410_Smp_32ppt-1C_B,Ectoine,10.15,Bad IR,NA,204582,10312,1.1369652,Inf,0.006526616,205926
1701,170410_Smp_32ppt-1C_C,Ectoine,10.1,Bad IR,NA,219548,10731,0.930737791,Inf,0.006084421,220892
1702,170410_Smp_32ppt4C_A,Ectoine,10.105,Bad IR,NA,177589,9214,1.171625568,3652.693878,0.007511191,178933
1703,170410_Smp_32ppt4C_B,Ectoine,10.175,Bad IR,NA,181609,8580,0.891349255,Inf,0.007346149,182953
1704,170410_Smp_32ppt4C_C,Ectoine,10.2,Bad IR,NA,255214,13475,1.093234134,305.3392645,0.005238582,256558
1705,170410_Smp_40ppt-1C_A,Ectoine,10.23,Bad IR,NA,227674,10410,0.931209746,2203.096154,0.005868534,229018
1706,170410_Smp_40ppt-1C_B,Ectoine,10.16,Bad IR,NA,224452,9634,0.998046305,Inf,0.005952276,225796
1707,170410_Smp_40ppt-1C_C,Ectoine,10.115,Bad IR,NA,250032,10537,0.918802154,Inf,0.005346572,251376
1708,170410_Smp_40ppt4C_A,Ectoine,10.185,Bad IR,NA,208211,11609,0.944069018,428.6632653,0.006413591,209555
1709,170410_Smp_40ppt4C_B,Ectoine,10.14,Bad IR,NA,221701,10915,0.983803597,46.41743026,0.00602569,223045
1710,170410_Smp_40ppt4C_C,Ectoine,10.13,Bad IR,NA,214092,11192,0.908196431,Inf,0.006238512,215436
1711,170410_Poo_April10AqExtractsFull_1,Hydroxyectoine,11.175,Bad IRcomparable to blk,NA,175939,177344,5.944239518,4.959922016,0.946923561,3314823
1712,170410_Poo_April10AqExtractsFull_2,Hydroxyectoine,11.04,Bad IRcomparable to blk,NA,796969,202681,6.22767463,19.00687636,0.797510476,3935853
1713,170410_Poo_April10AqExtractsFull_3,Hydroxyectoine,11.02,Bad IRcomparable to blk,NA,-398504,170465,5.38149298,4.182173936,1.145419248,2740380
1714,170410_Poo_April10AqExtractsHalf_1,Hydroxyectoine,11.2,Bad IRcomparable to blkbad S/N,NA,-1305799,126925,3.819086212,3.585819701,1.712350491,1833085
1715,170410_Poo_April10AqExtractsHalf_2,Hydroxyectoine,11.09,Bad IRcomparable to blkbad S/N,NA,-1436396,102568,9.765220085,3.135113171,1.843704038,1702488
1716,170410_Poo_April10AqExtractsHalf_3,Hydroxyectoine,11.175,Bad IRcomparable to blk,NA,-916264,126897,4.583005134,5.60374701,1.412245008,2222620
1717,170410_Smp_32ppt-1C_A,Hydroxyectoine,11.125,Bad IRcomparable to blk,NA,1295914,225158,6.057747235,798.6255396,0.707785112,4434798
1718,170410_Smp_32ppt-1C_B,Hydroxyectoine,11.055,Bad IRcomparable to blk,NA,847238,239482,6.229084528,15.36797618,0.787453068,3986122
1719,170410_Smp_32ppt-1C_C,Hydroxyectoine,11.105,Bad IRcomparable to blk,NA,1137139,298015,6.826988813,52.84629282,0.734066211,4276023
1720,170410_Smp_32ppt4C_A,Hydroxyectoine,11.205,Bad IRcomparable to blk,NA,-476121,153715,7.748112993,5.56264297,1.178807126,2662763
1721,170410_Smp_32ppt4C_B,Hydroxyectoine,NA,Bad RT,NA,-2115577,31131,1.602302051,16.14507082,3.067392288,1023307
1722,170410_Smp_32ppt4C_C,Hydroxyectoine,11.09,Bad IRcomparable to blkbad S/N,NA,-1707578,120760,3.842494107,2.838335551,2.193020919,1431306
1723,170410_Smp_40ppt-1C_A,Hydroxyectoine,11.09,Bad IRcomparable to blk,NA,38770,222729,7.521145762,9.395342693,0.987799175,3177654
1724,170410_Smp_40ppt-1C_B,Hydroxyectoine,11.045,Bad IRcomparable to blk,NA,-179020,229396,4.407497856,5.734653659,1.060482509,2959864
1725,170410_Smp_40ppt-1C_C,Hydroxyectoine,11.08,Bad IRcomparable to blk,NA,373711,205634,5.387423907,11.98585404,0.893608287,3512595
1726,170410_Smp_40ppt4C_A,Hydroxyectoine,11.24,Bad IRcomparable to blk,NA,-36749,137656,5.300375726,5.214067199,1.011846357,3102135
1727,170410_Smp_40ppt4C_B,Hydroxyectoine,11.01,Bad IRcomparable to blk,NA,-626991,122526,5.09906865,5.792609679,1.24960896,2511893
1728,170410_Smp_40ppt4C_C,Hydroxyectoine,11.02,Bad IRcomparable to blk,NA,333591,169410,6.738378276,8.050023551,0.903932786,3472475
1729,170410_Poo_April10AqExtractsFull_1,Muramic Acid,11.19,Bad IRcomparable to blk,NA,-118165,11348,0.672634449,18.2978081,1.763946805,154677
1730,170410_Poo_April10AqExtractsFull_2,Muramic Acid,10.935,Bad IRcomparable to blk,NA,-218065,10926,0.523235488,5.573134079,4.980959162,54777
1731,170410_Poo_April10AqExtractsFull_3,Muramic Acid,10.955,Bad IRcomparable to blk,NA,-198686,7406,0.317790091,5.468844161,3.679297697,74156
1732,170410_Poo_April10AqExtractsHalf_1,Muramic Acid,11.05,No second tracecomparable to blk,NA,-217846,6090,NA,23.23857663,4.961124445,54996
1733,170410_Poo_April10AqExtractsHalf_2,Muramic Acid,10.925,Bad IRcomparable to blk,NA,-204306,5803,2.543174144,13.79372783,3.981002685,68536
1734,170410_Poo_April10AqExtractsHalf_3,Muramic Acid,10.845,Bad IRcomparable to blk,NA,-134891,19807,1.768194519,58.91393787,1.977818211,137951
1735,170410_Smp_32ppt-1C_A,Muramic Acid,11.06,Bad IRcomparable to blkbad S/N,NA,-264300,4579,0.087568942,1.175306818,31.94123156,8542
1736,170410_Smp_32ppt-1C_B,Muramic Acid,10.875,Bad IRcomparable to blk,NA,-252119,3085,0.302543214,47.67342342,13.1661439,20723
1737,170410_Smp_32ppt-1C_C,Muramic Acid,11.03,No second trace,NA,NA,NA,NA,NA,NA,NA
1738,170410_Smp_32ppt4C_A,Muramic Acid,10.845,Bad IRcomparable to blk,NA,-237710,6416,0.245182812,Inf,7.766196061,35132
1739,170410_Smp_32ppt4C_B,Muramic Acid,10.925,Bad IRcomparable to blk,NA,-223377,7940,0.679987353,5.671798262,5.515859699,49465
1740,170410_Smp_32ppt4C_C,Muramic Acid,10.96,Bad IRcomparable to blk,NA,-197021,9470,0.519144129,7.553241141,3.598501734,75821
1741,170410_Smp_40ppt-1C_A,Muramic Acid,10.98,No second trace,NA,NA,NA,NA,NA,NA,NA
1742,170410_Smp_40ppt-1C_B,Muramic Acid,11.285,Bad IRcomparable to blk,NA,-53675,16101,4.91185567,Inf,1.24490457,219167
1743,170410_Smp_40ppt-1C_C,Muramic Acid,11.12,No second tracecomparable to blk,NA,-175227,5590,NA,9.210530743,2.795082723,97615
1744,170410_Smp_40ppt4C_A,Muramic Acid,10.905,Bad IRcomparable to blk,NA,-201706,8782,0.714159505,8.355599214,3.835498201,71136
1745,170410_Smp_40ppt4C_B,Muramic Acid,10.72,Bad IRcomparable to blk,NA,-180295,11030,0.459436248,8.519866743,2.948145267,92547
1746,170410_Smp_40ppt4C_C,Muramic Acid,10.97,comparable to blk,NA,-23697,20194,1.437386057,34.36167649,1.095113287,249145
1747,170410_Poo_April10AqExtractsFull_1,Indole 3 Pyruvic Acid,2.36,Bad IRcomparable to blk,NA,-11361,2874,77.06060606,Inf,5.467558002,2543
1748,170410_Poo_April10AqExtractsFull_2,Indole 3 Pyruvic Acid,2.41,No second trace,NA,NA,NA,NA,NA,NA,NA
1749,170410_Poo_April10AqExtractsFull_3,Indole 3 Pyruvic Acid,2.39,No second trace,NA,NA,NA,NA,NA,NA,NA
1750,170410_Poo_April10AqExtractsHalf_1,Indole 3 Pyruvic Acid,2.35,No second tracecomparable to blk,NA,-12346,1033,NA,92.64705882,8.924261874,1558
1751,170410_Poo_April10AqExtractsHalf_2,Indole 3 Pyruvic Acid,2.33,No second tracecomparable to blk,NA,-3801,3272,NA,220.6304348,1.376224884,10103
1752,170410_Poo_April10AqExtractsHalf_3,Indole 3 Pyruvic Acid,2.4,No second tracecomparable to blk,NA,-11045,1874,NA,Inf,4.863238895,2859
1753,170410_Smp_32ppt-1C_A,Indole 3 Pyruvic Acid,2.4,Bad IRcomparable to blk,NA,-1739,4537,65.05347594,214.4210526,1.142951089,12165
1754,170410_Smp_32ppt-1C_B,Indole 3 Pyruvic Acid,2.33,Bad IRcomparable to blk,NA,-9505,2036,2.727216367,Inf,3.160718345,4399
1755,170410_Smp_32ppt-1C_C,Indole 3 Pyruvic Acid,2.4,No second tracecomparable to blk,NA,-10408,3501,NA,Inf,3.977116705,3496
1756,170410_Smp_32ppt4C_A,Indole 3 Pyruvic Acid,2.36,No second tracecomparable to blk,NA,-12303,1224,NA,Inf,8.684572142,1601
1757,170410_Smp_32ppt4C_B,Indole 3 Pyruvic Acid,2.38,No second tracecomparable to blk,NA,-4607,4854,NA,Inf,1.495536194,9297
1758,170410_Smp_32ppt4C_C,Indole 3 Pyruvic Acid,2.33,No second tracecomparable to blk,NA,-6804,2498,NA,Inf,1.958309859,7100
1759,170410_Smp_40ppt-1C_A,Indole 3 Pyruvic Acid,2.65,No second tracecomparable to blk,NA,-5868,8276,NA,Inf,1.730214037,8036
1760,170410_Smp_40ppt-1C_B,Indole 3 Pyruvic Acid,2.38,No second tracecomparable to blk,NA,-5091,4974,NA,43.7815534,1.577669352,8813
1761,170410_Smp_40ppt-1C_C,Indole 3 Pyruvic Acid,2.325,comparable to blk,NA,-11924,1247,0.761245675,14.75,7.022222222,1980
1762,170410_Smp_40ppt4C_A,Indole 3 Pyruvic Acid,2.34,No second tracetoo small,NA,-12400,911,NA,Inf,9.244680851,1504
1763,170410_Smp_40ppt4C_B,Indole 3 Pyruvic Acid,2.405,Bad IRcomparable to blk,NA,-11982,1401,27.07042254,Inf,7.234131113,1922
1764,170410_Smp_40ppt4C_C,Indole 3 Pyruvic Acid,2.4,No second tracecomparable to blk,NA,-10101,1716,NA,3804,3.656061004,3803
1765,170410_Poo_April10AqExtractsFull_1,Glucosylglycerol,10.35,,6428894,6428117,605940,2.346433282,74.5655567,0.000120861,6428894
1766,170410_Poo_April10AqExtractsFull_2,Glucosylglycerol,10.315,,4714371,4713594,473233,2.046161752,Inf,0.000164815,4714371
1767,170410_Poo_April10AqExtractsFull_3,Glucosylglycerol,10.31,,4858019,4857242,508499,2.27380311,829.5892888,0.000159942,4858019
1768,170410_Poo_April10AqExtractsHalf_1,Glucosylglycerol,10.335,,4218393,4217616,364348,2.139574174,896.4347272,0.000184193,4218393
1769,170410_Poo_April10AqExtractsHalf_2,Glucosylglycerol,10.285,,3589624,3588847,261067,1.858613557,Inf,0.000216457,3589624
1770,170410_Poo_April10AqExtractsHalf_3,Glucosylglycerol,10.32,,4704524,4703747,407149,1.885006571,2197.323063,0.00016516,4704524
1771,170410_Smp_32ppt-1C_A,Glucosylglycerol,10.32,,6716795,6716018,678374,2.43681042,50.03056383,0.00011568,6716795
1772,170410_Smp_32ppt-1C_B,Glucosylglycerol,10.32,,5176252,5175475,629995,1.830712599,32.01111937,0.000150109,5176252
1773,170410_Smp_32ppt-1C_C,Glucosylglycerol,10.31,,5322199,5321422,543132,2.026474546,311.8579522,0.000145992,5322199
1774,170410_Smp_32ppt4C_A,Glucosylglycerol,10.34,,4706103,4705326,499594,2.14260095,213.2830529,0.000165105,4706103
1775,170410_Smp_32ppt4C_B,Glucosylglycerol,10.34,,5717329,5716552,555874,2.168511774,28.81072575,0.000135903,5717329
1776,170410_Smp_32ppt4C_C,Glucosylglycerol,10.32,,3912547,3911770,445456,2.011144563,20.44267647,0.000198592,3912547
1777,170410_Smp_40ppt-1C_A,Glucosylglycerol,10.34,,7455410,7454633,893431,2.218683832,1060.609153,0.00010422,7455410
1778,170410_Smp_40ppt-1C_B,Glucosylglycerol,10.32,,7812390,7811613,839985,2.253565371,52.08608085,9.95E-05,7812390
1779,170410_Smp_40ppt-1C_C,Glucosylglycerol,10.32,,6954553,6953776,764198,2.039661726,35.26968601,0.000111725,6954553
1780,170410_Smp_40ppt4C_A,Glucosylglycerol,10.355,,4101909,4101132,404370,1.888121921,36.83642606,0.000189424,4101909
1781,170410_Smp_40ppt4C_B,Glucosylglycerol,10.31,,3682176,3681399,360745,1.908270574,23.70215481,0.000211017,3682176
1782,170410_Smp_40ppt4C_C,Glucosylglycerol,10.33,,3957618,3956841,463116,2.14189387,17.91289744,0.00019633,3957618
1783,170410_Poo_April10AqExtractsFull_1,PQS,2.14,comparable to blk,NA,-2726734,40756,2.092425837,Inf,6.644325213,483093
1784,170410_Poo_April10AqExtractsFull_2,PQS,2.245,Bad IRcomparable to blkbad S/N,NA,-3197436,10315,1.000726862,1.709273039,259.0450327,12391
1785,170410_Poo_April10AqExtractsFull_3,PQS,2.1,No second tracecomparable to blkbad S/N,NA,-3192583,6588,NA,2.144260119,186.1416725,17244
